label_path,log_path,sys_sentence,turn_slu,usr_sentence
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'dontcare'}})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,the cow pizza kitchen and bar is a great restaurant,"defaultdict(<class 'set'>, {})",ok ok can i will
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,the cow pizza kitchen and bar is a great restaurant,"defaultdict(<class 'set'>, {})",b three
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,the cow pizza kitchen and bar is a great restaurant,"defaultdict(<class 'set'>, {})",what is it free
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,"Sure , the cow pizza kitchen and bar is on Corn Exchange Street","defaultdict(<class 'set'>, {})",could i
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,the cow pizza kitchen and bar is a great restaurant,"defaultdict(<class 'set'>, {})",i don't phone this is the post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,"The post code of the cow pizza kitchen and bar is C.B 2, 3 Q.F","defaultdict(<class 'set'>, {})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,the cow pizza kitchen and bar is a great restaurant,"defaultdict(<class 'set'>, {})",do you well any of them we start over in
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,the cow pizza kitchen and bar is a great restaurant,"defaultdict(<class 'set'>, {})",i don't
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,the cow pizza kitchen and bar is a great restaurant,"defaultdict(<class 'set'>, {})",ok good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'west'}})",a you restaurant the what part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\log.json,Did you say you are looking for a restaurant in the west of town?,"defaultdict(<class 'set'>, {'area': {'west'}})",yes
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\log.json,"Let me confirm , You are looking for a restaurant in the cheap price range right?","defaultdict(<class 'set'>, {'pricerange': {'cheap', 'moderate'}})",yes
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'pricerange': {'cheap'}})",cheap restaurant
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130326_131509\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}})",looking for a moderately priced restaurant
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'indian'}})",indian food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,curry prince serves indian food in the moderate price range,"defaultdict(<class 'set'>, {'area': {'east'}})",the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,"Sure , curry prince is on 451 Newmarket Road Fen Ditton","defaultdict(<class 'set'>, {'area': {'south'}})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,The phone number of curry prince is 01223 566388 .,"defaultdict(<class 'set'>, {})",
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,meghna serves indian food in the moderate price range,"defaultdict(<class 'set'>, {})",area
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,meghna is a great restaurant,"defaultdict(<class 'set'>, {})",what area of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-30772678da-20130328_193916\log.json,meghna is a nice place in the north of town,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'east'}})",i'm looking for a moderately priced restaurant in the post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\log.json,yippee noodle bar is in the moderate price range,"defaultdict(<class 'set'>, {})",what is the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_192354\log.json,"Sure , yippee noodle bar is on 40428 King Street City Centre","defaultdict(<class 'set'>, {})",goodbye thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'west'}})",i'm looking for a restaurant in the west part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'english'}})",english food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,Sorry there is no english restaurant in the west of town,"defaultdict(<class 'set'>, {'food': {'german'}})",oh how about german food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,Sorry there is no german restaurant in the west of town,"defaultdict(<class 'set'>, {'food': {'chinese'}})",chinese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,Sorry there is no chinese restaurant in the west of town,"defaultdict(<class 'set'>, {'area': {'south'}})",i town please
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,Sorry there is no chinese restaurant in the west of town,"defaultdict(<class 'set'>, {'food': {'italian'}})",italian food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,la margherita is a nice restaurant in the west of town serving italian food,"defaultdict(<class 'set'>, {'name': {'venue'}})",uh can i get the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_192819\log.json,The phone number of la margherita is 01223 315232 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_200455\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_200455\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'food': {'portuguese'}})",i'm looking for a cheaper restaurant that serves portuguese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_200455\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_200455\log.json,nandos city centre serves portuguese food .,"defaultdict(<class 'set'>, {})",what's the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_200455\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_200455\log.json,The phone number of nandos city centre is 01223 327908 .,"defaultdict(<class 'set'>, {})",what's the area
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_200455\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_200455\log.json,nandos city centre is a nice place in the centre of town,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'food': {'world'}})",i'm looking for world food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,I'm sorry but there is no restaurant serving world food,"defaultdict(<class 'set'>, {'food': {'gastropub'}})",gastropub
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,the cow pizza kitchen and bar serves gastropub food,"defaultdict(<class 'set'>, {})",and the post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,"The post code of the cow pizza kitchen and bar is C.B 2, 3 Q.F","defaultdict(<class 'set'>, {})",what's the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,"Sure , the cow pizza kitchen and bar is on Corn Exchange Street","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,The phone number of the cow pizza kitchen and bar is 01223 308871 .,"defaultdict(<class 'set'>, {})",hi
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,backstreet bistro serves gastropub food,"defaultdict(<class 'set'>, {})",what's the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,"Sure , backstreet bistro is on 2 Sturton Street City Centre","defaultdict(<class 'set'>, {})",what's the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,The phone number of backstreet bistro is 01223 306306 .,"defaultdict(<class 'set'>, {})",what's the post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-30772678da-20130328_200202\log.json,"The post code of backstreet bistro is C.B 1, 2 Q.A","defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'west'}})",i'm looking for a restaurant in west part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'irish'}, 'area': {'south'}})",irish food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\log.json,Sorry there is no irish restaurant in the west of town,"defaultdict(<class 'set'>, {'food': {'irish', 'thai'}})",looking for a thai food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\log.json,sala thong is a nice restaurant in the west of town serving thai food,"defaultdict(<class 'set'>, {})",what is the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\log.json,"Sure , sala thong is on 35 Newnham Road Newnham","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\log.json,The phone number of sala thong is 01223 323178 .,"defaultdict(<class 'set'>, {})",and the price range
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-30772678da-20130328_195730\log.json,sala thong is in the expensive price range,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_193458\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_193458\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'east'}})",i'm looking for a moderately priced restaurant in the east part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_193458\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_193458\log.json,rajmahal is a nice restaurant in the east of town in the moderate price range,"defaultdict(<class 'set'>, {})",what is the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_193458\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_193458\log.json,"Sure , rajmahal is on 7 Barnwell Road Fen Ditton","defaultdict(<class 'set'>, {})",what is the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_193458\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-30772678da-20130328_193458\log.json,The phone number of rajmahal is 01223 244955 .,"defaultdict(<class 'set'>, {})",thank you goodbye
